x,y,z,Temperature,source_file
0.0,0.5757575757575758,0.0,0.0,Case2.vtk
0.0,0.5858585858585859,0.0,0.0,Case2.vtk
0.0,0.595959595959596,0.0,0.0,Case2.vtk
0.0,0.6060606060606061,0.0,0.0,Case2.vtk
0.0,0.6161616161616162,0.0,0.0,Case2.vtk
0.0,0.6262626262626263,0.0,0.0,Case2.vtk
0.0,0.6363636363636365,0.0,0.0,Case2.vtk
0.0,0.6464646464646465,0.0,0.0,Case2.vtk
0.0,0.6565656565656566,0.0,0.0,Case2.vtk
0.0,0.6666666666666667,0.0,0.0,Case2.vtk
0.0,0.6767676767676768,0.0,0.0,Case2.vtk
0.0,0.686868686868687,0.0,0.0,Case2.vtk
0.0,0.696969696969697,0.0,0.0,Case2.vtk
0.0,0.7070707070707072,0.0,0.0,Case2.vtk
0.0,0.7171717171717172,0.0,0.0,Case2.vtk
0.0,0.7272727272727273,0.0,0.0,Case2.vtk
0.0,0.7373737373737375,0.0,0.0,Case2.vtk
0.0,0.7474747474747475,0.0,0.0,Case2.vtk
0.0,0.7575757575757577,0.0,0.0,Case2.vtk
0.0,0.7676767676767677,0.0,0.0,Case2.vtk
0.0,0.7777777777777778,0.0,0.0,Case2.vtk
0.0,0.787878787878788,0.0,0.0,Case2.vtk
0.0,0.797979797979798,0.0,0.0,Case2.vtk
0.0,0.8080808080808082,0.0,0.0,Case2.vtk
0.0,0.8181818181818182,0.0,0.0,Case2.vtk
0.0,0.8282828282828284,0.0,0.0,Case2.vtk
0.0,0.8383838383838385,0.0,0.0,Case2.vtk
0.0,0.8484848484848485,0.0,0.0,Case2.vtk
0.0,0.8585858585858587,0.0,0.0,Case2.vtk
0.0,0.8686868686868687,0.0,0.0,Case2.vtk
0.0,0.8787878787878789,0.0,0.0,Case2.vtk
0.0,0.888888888888889,0.0,0.0,Case2.vtk
0.0,0.8989898989898991,0.0,0.0,Case2.vtk
0.0,0.9090909090909092,0.0,0.0,Case2.vtk
0.0,0.9191919191919192,0.0,0.0,Case2.vtk
0.0,0.9292929292929294,0.0,0.0,Case2.vtk
0.0,0.9393939393939394,0.0,0.0,Case2.vtk
0.0,0.9494949494949496,0.0,0.0,Case2.vtk
0.0,0.9595959595959597,0.0,0.0,Case2.vtk
0.0,0.9696969696969697,0.0,0.0,Case2.vtk
0.0,0.9797979797979799,0.0,0.0,Case2.vtk
0.0,0.98989898989899,0.0,0.0,Case2.vtk
0.0,1.0,0.0,0.0,Case2.vtk
0.010101010101010102,0.0,0.0,0.0,Case2.vtk
0.010101010101010102,0.010101010101010102,0.0,8.71956403495398e-05,Case2.vtk
0.010101010101010102,0.020202020202020204,0.0,0.0001744790940544212,Case2.vtk
0.010101010101010102,0.030303030303030304,0.0,0.0002619382629054322,Case2.vtk
0.010101010101010102,0.04040404040404041,0.0,0.00034966122565331556,Case2.vtk
0.010101010101010102,0.05050505050505051,0.0,0.0004377363267114905,Case2.vtk
0.010101010101010102,0.06060606060606061,0.0,0.0005262522651263194,Case2.vtk
0.010101010101010102,0.07070707070707072,0.0,0.0006152981839045201,Case2.vtk
0.010101010101010102,0.08080808080808081,0.0,0.0007049637597876818,Case2.vtk
0.010101010101010102,0.09090909090909091,0.0,0.000795339293564301,Case2.vtk
0.010101010101010102,0.10101010101010102,0.0,0.0008865158010102796,Case2.vtk
0.010101010101010102,0.11111111111111112,0.0,0.00097858510454948,Case2.vtk
0.010101010101010102,0.12121212121212122,0.0,0.0010716399257266421,Case2.vtk
0.010101010101010102,0.13131313131313133,0.0,0.001165773978585788,Case2.vtk
0.010101010101010102,0.14141414141414144,0.0,0.0012610820640481606,Case2.vtk
0.010101010101010102,0.15151515151515152,0.0,0.0013576601653847355,Case2.vtk
0.010101010101010102,0.16161616161616163,0.0,0.0014556055448794636,Case2.vtk
0.010101010101010102,0.17171717171717174,0.0,0.0015550168417805825,Case2.vtk
0.010101010101010102,0.18181818181818182,0.0,0.0016559941716386473,Case2.vtk
0.010101010101010102,0.19191919191919193,0.0,0.0017586392271313294,Case2.vtk
0.010101010101010102,0.20202020202020204,0.0,0.0018630553804765042,Case2.vtk
0.010101010101010102,0.21212121212121213,0.0,0.001969347787536785,Case2.vtk
0.010101010101010102,0.22222222222222224,0.0,0.002077623493720336,Case2.vtk
0.010101010101010102,0.23232323232323235,0.0,0.002187991541784614,Case2.vtk
0.010101010101010102,0.24242424242424243,0.0,0.0023005630816516115,Case2.vtk
0.010101010101010102,0.25252525252525254,0.0,0.002415451482345196,Case2.vtk
0.010101010101010102,0.26262626262626265,0.0,0.002532772446163258,Case2.vtk
0.010101010101010102,0.27272727272727276,0.0,0.0026526441251996822,Case2.vtk
0.010101010101010102,0.2828282828282829,0.0,0.0027751872403334534,Case2.vtk
0.010101010101010102,0.29292929292929293,0.0,0.0029005252028047514,Case2.vtk
0.010101010101010102,0.30303030303030304,0.0,0.0030287842385004703,Case2.vtk
0.010101010101010102,0.31313131313131315,0.0,0.003160093515074315,Case2.vtk
0.010101010101010102,0.32323232323232326,0.0,0.003294585272029513,Case2.vtk
0.010101010101010102,0.33333333333333337,0.0,0.0034323949538951335,Case2.vtk
0.010101010101010102,0.3434343434343435,0.0,0.0035736613466301383,Case2.vtk
0.010101010101010102,0.3535353535353536,0.0,0.0037185267173925327,Case2.vtk
0.010101010101010102,0.36363636363636365,0.0,0.003867136957814382,Case2.vtk
0.010101010101010102,0.37373737373737376,0.0,0.004019641730926971,Case2.vtk
0.010101010101010102,0.38383838383838387,0.0,0.004176194621884085,Case2.vtk
0.010101010101010102,0.393939393939394,0.0,0.004336953292635204,Case2.vtk
0.010101010101010102,0.4040404040404041,0.0,0.004502079640704358,Case2.vtk
0.010101010101010102,0.4141414141414142,0.0,0.004671739962234575,Case2.vtk
0.010101010101010102,0.42424242424242425,0.0,0.004846105119462114,Case2.vtk
0.010101010101010102,0.43434343434343436,0.0,0.005025350712789122,Case2.vtk
0.010101010101010102,0.4444444444444445,0.0,0.005209657257628033,Case2.vtk
0.010101010101010102,0.4545454545454546,0.0,0.005399210366195798,Case2.vtk
0.010101010101010102,0.4646464646464647,0.0,0.005594200934441024,Case2.vtk
0.010101010101010102,0.4747474747474748,0.0,0.00579482533429227,Case2.vtk
0.010101010101010102,0.48484848484848486,0.0,0.006001285611421128,Case2.vtk
0.010101010101010102,0.494949494949495,0.0,0.006213789688719235,Case2.vtk
0.010101010101010102,0.5050505050505051,0.0,0.006432551575694136,Case2.vtk
0.010101010101010102,0.5151515151515152,0.0,0.006657791583994892,Case2.vtk
0.010101010101010102,0.5252525252525253,0.0,0.006889736549284458,Case2.vtk
0.010101010101010102,0.5353535353535354,0.0,0.007128620059682325,Case2.vtk
0.010101010101010102,0.5454545454545455,0.0,0.007374682691007418,Case2.vtk
0.010101010101010102,0.5555555555555556,0.0,0.007628172249058218,Case2.vtk
0.010101010101010102,0.5656565656565657,0.0,0.007889344019174079,Case2.vtk
0.010101010101010102,0.5757575757575758,0.0,0.008158461023329054,Case2.vtk
0.010101010101010102,0.5858585858585859,0.0,0.008435794285017208,Case2.vtk
0.010101010101010102,0.595959595959596,0.0,0.008721623102196093,Case2.vtk
0.010101010101010102,0.6060606060606061,0.0,0.00901623532856331,Case2.vtk
0.010101010101010102,0.6161616161616162,0.0,0.009319927663449449,Case2.vtk
0.010101010101010102,0.6262626262626263,0.0,0.0096330059506193,Case2.vtk
0.010101010101010102,0.6363636363636365,0.0,0.009955785486282303,Case2.vtk
0.010101010101010102,0.6464646464646465,0.0,0.01028859133662235,Case2.vtk
0.010101010101010102,0.6565656565656566,0.0,0.01063175866516688,Case2.vtk
0.010101010101010102,0.6666666666666667,0.0,0.01098563307032474,Case2.vtk
0.010101010101010102,0.6767676767676768,0.0,0.011350570933432903,Case2.vtk
0.010101010101010102,0.686868686868687,0.0,0.011726939777662513,Case2.vtk
0.010101010101010102,0.696969696969697,0.0,0.012115118638145652,Case2.vtk
0.010101010101010102,0.7070707070707072,0.0,0.01251549844369569,Case2.vtk
0.010101010101010102,0.7171717171717172,0.0,0.012928482410505487,Case2.vtk
0.010101010101010102,0.7272727272727273,0.0,0.013354486448220093,Case2.vtk
0.010101010101010102,0.7373737373737375,0.0,0.01379393957879281,Case2.vtk
0.010101010101010102,0.7474747474747475,0.0,0.014247284368546382,Case2.vtk
0.010101010101010102,0.7575757575757577,0.0,0.014714977373874644,Case2.vtk
0.010101010101010102,0.7676767676767677,0.0,0.015197489601033223,Case2.vtk
0.010101010101010102,0.7777777777777778,0.0,0.015695306980482507,Case2.vtk
0.010101010101010102,0.787878787878788,0.0,0.016208930856260607,Case2.vtk
0.010101010101010102,0.797979797979798,0.0,0.016738878490878968,Case2.vtk
0.010101010101010102,0.8080808080808082,0.0,0.017285683586249358,Case2.vtk
0.010101010101010102,0.8181818181818182,0.0,0.017849896821166594,Case2.vtk
0.010101010101010102,0.8282828282828284,0.0,0.018432086405888528,Case2.vtk
0.010101010101010102,0.8383838383838385,0.0,0.019032838654371623,Case2.vtk
0.010101010101010102,0.8484848484848485,0.0,0.0196527585747385,Case2.vtk
0.010101010101010102,0.8585858585858587,0.0,0.020292470478572085,Case2.vtk
0.010101010101010102,0.8686868686868687,0.0,0.020952618609649948,Case2.vtk
0.010101010101010102,0.8787878787878789,0.0,0.021633867792752105,Case2.vtk
0.010101010101010102,0.888888888888889,0.0,0.022336904103195512,Case2.vtk
0.010101010101010102,0.8989898989898991,0.0,0.023062435557769784,Case2.vtk
0.010101010101010102,0.9090909090909092,0.0,0.023811192827769674,Case2.vtk
0.010101010101010102,0.9191919191919192,0.0,0.024583929974842676,Case2.vtk
0.010101010101010102,0.9292929292929294,0.0,0.02538142521039259,Case2.vtk
0.010101010101010102,0.9393939393939394,0.0,0.02620448167930396,Case2.vtk
0.010101010101010102,0.9494949494949496,0.0,0.02705392826877668,Case2.vtk
0.010101010101010102,0.9595959595959597,0.0,0.027930620443085145,Case2.vtk
0.010101010101010102,0.9696969696969697,0.0,0.028835441105102964,Case2.vtk
0.010101010101010102,0.9797979797979799,0.0,0.029769301485460434,Case2.vtk
0.010101010101010102,0.98989898989899,0.0,0.030733142060230537,Case2.vtk
0.010101010101010102,1.0,0.0,0.03172793349806765,Case2.vtk
0.020202020202020204,0.0,0.0,0.0,Case2.vtk
0.020202020202020204,0.010101010101010102,0.0,0.00017430348208050556,Case2.vtk
0.020202020202020204,0.020202020202020204,0.0,0.0003487825024510891,Case2.vtk
0.020202020202020204,0.030303030303030304,0.0,0.0005236127761836744,Case2.vtk
0.020202020202020204,0.04040404040404041,0.0,0.000698970372091911,Case2.vtk
0.020202020202020204,0.05050505050505051,0.0,0.0008750318900473021,Case2.vtk
0.020202020202020204,0.06060606060606061,0.0,0.001051974638830151,Case2.vtk
0.020202020202020204,0.07070707070707072,0.0,0.001229976814694442,Case2.vtk
0.020202020202020204,0.08080808080808081,0.0,0.001409217680826477,Case2.vtk
0.020202020202020204,0.09090909090909091,0.0,0.0015898777478780082,Case2.vtk
0.020202020202020204,0.10101010101010102,0.0,0.0017721389557556685,Case2.vtk
0.020202020202020204,0.11111111111111112,0.0,0.0019561848568497866,Case2.vtk
0.020202020202020204,0.12121212121212122,0.0,0.0021422008008871044,Case2.vtk
0.020202020202020204,0.13131313131313133,0.0,0.002330374121593569,Case2.vtk
0.020202020202020204,0.14141414141414144,0.0,0.0025208943253551743,Case2.vtk
0.020202020202020204,0.15151515151515152,0.0,0.0027139532820668532,Case2.vtk
0.020202020202020204,0.16161616161616163,0.0,0.0029097454183616323,Case2.vtk
0.020202020202020204,0.17171717171717174,0.0,0.0031084679134146254,Case2.vtk
0.020202020202020204,0.18181818181818182,0.0,0.0033103208975190698,Case2.vtk
0.020202020202020204,0.19191919191919193,0.0,0.0035155076536344016,Case2.vtk
0.020202020202020204,0.20202020202020204,0.0,0.003724234822109311,Case2.vtk
0.020202020202020204,0.21212121212121213,0.0,0.003936712608785984,Case2.vtk
0.020202020202020204,0.22222222222222224,0.0,0.004153154996695098,Case2.vtk
0.020202020202020204,0.23232323232323235,0.0,0.004373779961554751,Case2.vtk
0.020202020202020204,0.24242424242424243,0.0,0.004598809691290382,Case2.vtk
0.020202020202020204,0.25252525252525254,0.0,0.004828470809796724,Case2.vtk
0.020202020202020204,0.26262626262626265,0.0,0.005062994605167156,Case2.vtk
0.020202020202020204,0.27272727272727276,0.0,0.005302617262620303,Case2.vtk
0.020202020202020204,0.2828282828282829,0.0,0.005547580102358441,Case2.vtk
0.020202020202020204,0.29292929292929293,0.0,0.0057981298225972715,Case2.vtk
0.020202020202020204,0.30303030303030304,0.0,0.0060545187480118175,Case2.vtk
0.020202020202020204,0.31313131313131315,0.0,0.006317005083848607,Case2.vtk
0.020202020202020204,0.32323232323232326,0.0,0.0065858531759601276,Case2.vtk
0.020202020202020204,0.33333333333333337,0.0,0.006861333777023356,Case2.vtk
0.020202020202020204,0.3434343434343435,0.0,0.007143724319210522,Case2.vtk
0.020202020202020204,0.3535353535353536,0.0,0.007433309193586665,Case2.vtk
0.020202020202020204,0.36363636363636365,0.0,0.007730380036515407,Case2.vtk
0.020202020202020204,0.37373737373737376,0.0,0.008035236023361338,Case2.vtk
0.020202020202020204,0.38383838383838387,0.0,0.008348184169784794,Case2.vtk
0.020202020202020204,0.393939393939394,0.0,0.008669539640932512,Case2.vtk
0.020202020202020204,0.4040404040404041,0.0,0.008999626068835474,Case2.vtk
0.020202020202020204,0.4141414141414142,0.0,0.00933877587833362,Case2.vtk
0.020202020202020204,0.42424242424242425,0.0,0.009687330621855669,Case2.vtk
0.020202020202020204,0.43434343434343436,0.0,0.010045641323391204,Case2.vtk
0.020202020202020204,0.4444444444444445,0.0,0.010414068832001373,Case2.vtk
0.020202020202020204,0.4545454545454546,0.0,0.010792984185224303,Case2.vtk
0.020202020202020204,0.4646464646464647,0.0,0.011182768982741174,Case2.vtk
0.020202020202020204,0.4747474747474748,0.0,0.01158381577067922,Case2.vtk
0.020202020202020204,0.48484848484848486,0.0,0.011996528436938752,Case2.vtk
0.020202020202020204,0.494949494949495,0.0,0.012421322617942328,Case2.vtk
0.020202020202020204,0.5050505050505051,0.0,0.0128586261172156,Case2.vtk
0.020202020202020204,0.5151515151515152,0.0,0.013308879336221529,Case2.vtk
0.020202020202020204,0.5252525252525253,0.0,0.013772535717881746,Case2.vtk
0.020202020202020204,0.5353535353535354,0.0,0.014250062203231797,Case2.vtk
0.020202020202020204,0.5454545454545455,0.0,0.014741939701670077,Case2.vtk
0.020202020202020204,0.5555555555555556,0.0,0.015248663575274109,Case2.vtk
0.020202020202020204,0.5656565656565657,0.0,0.015770744137671905,Case2.vtk
0.020202020202020204,0.5757575757575758,0.0,0.016308707167970744,Case2.vtk
0.020202020202020204,0.5858585858585859,0.0,0.016863094440261066,Case2.vtk
0.020202020202020204,0.595959595959596,0.0,0.017434464269228612,Case2.vtk
0.020202020202020204,0.6060606060606061,0.0,0.018023392072424295,Case2.vtk
0.020202020202020204,0.6161616161616162,0.0,0.018630470949758247,Case2.vtk
0.020202020202020204,0.6262626262626263,0.0,0.019256312280801276,Case2.vtk
0.020202020202020204,0.6363636363636365,0.0,0.019901546340495718,Case2.vtk
0.020202020202020204,0.6464646464646465,0.0,0.020566822933895265,Case2.vtk
0.020202020202020204,0.6565656565656566,0.0,0.02125281205057353,Case2.vtk
0.020202020202020204,0.6666666666666667,0.0,0.021960204539359908,Case2.vtk
0.020202020202020204,0.6767676767676768,0.0,0.02268971280408254,Case2.vtk
0.020202020202020204,0.686868686868687,0.0,0.02344207152101904,Case2.vtk
0.020202020202020204,0.696969696969697,0.0,0.024218038378777326,Case2.vtk
0.020202020202020204,0.7070707070707072,0.0,0.025018394841351956,Case2.vtk
0.020202020202020204,0.7171717171717172,0.0,0.025843946935124124,Case2.vtk
0.020202020202020204,0.7272727272727273,0.0,0.026695526060598173,Case2.vtk
0.020202020202020204,0.7373737373737375,0.0,0.027573989829691965,Case2.vtk
0.020202020202020204,0.7474747474747475,0.0,0.028480222929424225,Case2.vtk
0.020202020202020204,0.7575757575757577,0.0,0.029415138012869015,Case2.vtk
0.020202020202020204,0.7676767676767677,0.0,0.030379676618274235,Case2.vtk
0.020202020202020204,0.7777777777777778,0.0,0.03137481011726987,Case2.vtk
0.020202020202020204,0.787878787878788,0.0,0.0324015406931212,Case2.vtk
0.020202020202020204,0.797979797979798,0.0,0.0334609023500116,Case2.vtk
0.020202020202020204,0.8080808080808082,0.0,0.03455396195437202,Case2.vtk
0.020202020202020204,0.8181818181818182,0.0,0.03568182030930523,Case2.vtk
0.020202020202020204,0.8282828282828284,0.0,0.03684561326318739,Case2.vtk
0.020202020202020204,0.8383838383838385,0.0,0.03804651285356294,Case2.vtk
0.020202020202020204,0.8484848484848485,0.0,0.03928572848748525,Case2.vtk
0.020202020202020204,0.8585858585858587,0.0,0.040564508159491315,Case2.vtk
0.020202020202020204,0.8686868686868687,0.0,0.04188413970843741,Case2.vtk
0.020202020202020204,0.8787878787878789,0.0,0.043245952114461354,Case2.vtk
0.020202020202020204,0.888888888888889,0.0,0.0446513168373774,Case2.vtk
0.020202020202020204,0.8989898989898991,0.0,0.04610164919785184,Case2.vtk
0.020202020202020204,0.9090909090909092,0.0,0.04759840980275017,Case2.vtk
0.020202020202020204,0.9191919191919192,0.0,0.0491431060160912,Case2.vtk
0.020202020202020204,0.9292929292929294,0.0,0.050737293477089614,Case2.vtk
0.020202020202020204,0.9393939393939394,0.0,0.052382577666815665,Case2.vtk
0.020202020202020204,0.9494949494949496,0.0,0.05408061552505,Case2.vtk
0.020202020202020204,0.9595959595959597,0.0,0.055833117118961426,Case2.vtk
0.020202020202020204,0.9696969696969697,0.0,0.05764184736528877,Case2.vtk
0.020202020202020204,0.9797979797979799,0.0,0.059508627807760645,Case2.vtk
0.020202020202020204,0.98989898989899,0.0,0.061435338451543316,Case2.vtk
0.020202020202020204,1.0,0.0,0.0634239196565645,Case2.vtk
0.030303030303030304,0.0,0.0,0.0,Case2.vtk
0.030303030303030304,0.010101010101010102,0.0,0.0002612358149800897,Case2.vtk
0.030303030303030304,0.020202020202020204,0.0,0.0005227347164328155,Case2.vtk
0.030303030303030304,0.030303030303030304,0.0,0.000784760055781054,Case2.vtk
0.030303030303030304,0.04040404040404041,0.0,0.0010475757146149916,Case2.vtk
0.030303030303030304,0.05050505050505051,0.0,0.0013114463704431132,Case2.vtk
0.030303030303030304,0.06060606060606061,0.0,0.0015766377632447524,Case2.vtk
0.030303030303030304,0.07070707070707072,0.0,0.0018434169630926367,Case2.vtk
0.030303030303030304,0.08080808080808081,0.0,0.0021120526391149473,Case2.vtk
0.030303030303030304,0.09090909090909091,0.0,0.0023828153300677673,Case2.vtk
0.030303030303030304,0.10101010101010102,0.0,0.0026559777167903986,Case2.vtk
0.030303030303030304,0.11111111111111112,0.0,0.002931814896817935,Case2.vtk
0.030303030303030304,0.12121212121212122,0.0,0.0032106046614276593,Case2.vtk
0.030303030303030304,0.13131313131313133,0.0,0.003492627775398261,Case2.vtk
0.030303030303030304,0.14141414141414144,0.0,0.0037781682597636166,Case2.vtk
0.030303030303030304,0.15151515151515152,0.0,0.004067513677845898,Case2.vtk
0.030303030303030304,0.16161616161616163,0.0,0.004360955424856068,Case2.vtk
0.030303030303030304,0.17171717171717174,0.0,0.0046587890213534025,Case2.vtk
0.030303030303030304,0.18181818181818182,0.0,0.004961314410859577,Case2.vtk
0.030303030303030304,0.19191919191919193,0.0,0.0052688362619270875,Case2.vtk
0.030303030303030304,0.20202020202020204,0.0,0.005581664274966122,Case2.vtk
0.030303030303030304,0.21212121212121213,0.0,0.005900113494138975,Case2.vtk
0.030303030303030304,0.22222222222222224,0.0,0.006224504624636063,Case2.vtk
0.030303030303030304,0.23232323232323235,0.0,0.006555164355653055,Case2.vtk
0.030303030303030304,0.24242424242424243,0.0,0.006892425689394428,Case2.vtk
0.030303030303030304,0.25252525252525254,0.0,0.007236628276434733,Case2.vtk
0.030303030303030304,0.26262626262626265,0.0,0.007588118757775327,Case2.vtk
0.030303030303030304,0.27272727272727276,0.0,0.007947251113941083,Case2.vtk
0.030303030303030304,0.2828282828282829,0.0,0.008314387021468582,Case2.vtk
0.030303030303030304,0.29292929292929293,0.0,0.008689896217144857,Case2.vtk
0.030303030303030304,0.30303030303030304,0.0,0.009074156870363495,Case2.vtk
0.030303030303030304,0.31313131313131315,0.0,0.009467555963973057,Case2.vtk
0.030303030303030304,0.32323232323232326,0.0,0.009870489684001418,Case2.vtk
0.030303030303030304,0.33333333333333337,0.0,0.010283363818648476,Case2.vtk
0.030303030303030304,0.3434343434343435,0.0,0.010706594166949041,Case2.vtk
0.030303030303030304,0.3535353535353536,0.0,0.011140606957517493,Case2.vtk
0.030303030303030304,0.36363636363636365,0.0,0.011585839277795919,Case2.vtk
0.030303030303030304,0.37373737373737376,0.0,0.01204273951423797,Case2.vtk
0.030303030303030304,0.38383838383838387,0.0,0.012511767803871799,Case2.vtk
0.030303030303030304,0.393939393939394,0.0,0.012993396497696812,Case2.vtk
0.030303030303030304,0.4040404040404041,0.0,0.01348811063638091,Case2.vtk
0.030303030303030304,0.4141414141414142,0.0,0.013996408438737316,Case2.vtk
0.030303030303030304,0.42424242424242425,0.0,0.01451880180347287,Case2.vtk
0.030303030303030304,0.43434343434343436,0.0,0.015055816824713185,Case2.vtk
0.030303030303030304,0.4444444444444445,0.0,0.0156079943218237,Case2.vtk
0.030303030303030304,0.4545454545454546,0.0,0.016175890384060383,Case2.vtk
0.030303030303030304,0.4646464646464647,0.0,0.01676007693059844,Case2.vtk
0.030303030303030304,0.4747474747474748,0.0,0.017361142286503112,Case2.vtk
0.030303030303030304,0.48484848484848486,0.0,0.017979691775222552,Case2.vtk
0.030303030303030304,0.494949494949495,0.0,0.018616348328199587,Case2.vtk
0.030303030303030304,0.5050505050505051,0.0,0.019271753112216086,Case2.vtk
0.030303030303030304,0.5151515151515152,0.0,0.019946566175101984,Case2.vtk
0.030303030303030304,0.5252525252525253,0.0,0.02064146711045899,Case2.vtk
0.030303030303030304,0.5353535353535354,0.0,0.021357155742068663,Case2.vtk
0.030303030303030304,0.5454545454545455,0.0,0.022094352828673874,Case2.vtk
0.030303030303030304,0.5555555555555556,0.0,0.022853800789843563,Case2.vtk
0.030303030303030304,0.5656565656565657,0.0,0.023636264453651835,Case2.vtk
0.030303030303030304,0.5757575757575758,0.0,0.0244425318269242,Case2.vtk
0.030303030303030304,0.5858585858585859,0.0,0.025273414888826885,Case2.vtk
0.030303030303030304,0.595959595959596,0.0,0.02612975040859827,Case2.vtk
0.030303030303030304,0.6060606060606061,0.0,0.02701240078824588,Case2.vtk
0.030303030303030304,0.6161616161616162,0.0,0.02792225493105803,Case2.vtk
0.030303030303030304,0.6262626262626263,0.0,0.02886022913680418,Case2.vtk
0.030303030303030304,0.6363636363636365,0.0,0.029827268024526097,Case2.vtk
0.030303030303030304,0.6464646464646465,0.0,0.030824345483848672,Case2.vtk
0.030303030303030304,0.6565656565656566,0.0,0.031852465655768984,Case2.vtk
0.030303030303030304,0.6666666666666667,0.0,0.032912663943910764,Case2.vtk
0.030303030303030304,0.6767676767676768,0.0,0.03400600805726306,Case2.vtk
0.030303030303030304,0.686868686868687,0.0,0.035133599085453215,Case2.vtk
0.030303030303030304,0.696969696969697,0.0,0.03629657260763677,Case2.vtk
0.030303030303030304,0.7070707070707072,0.0,0.0374960998361215,Case2.vtk
0.030303030303030304,0.7171717171717172,0.0,0.038733388795876664,Case2.vtk
0.030303030303030304,0.7272727272727273,0.0,0.04000968554111608,Case2.vtk
0.030303030303030304,0.7373737373737375,0.0,0.04132627541017965,Case2.vtk
0.030303030303030304,0.7474747474747475,0.0,0.042684484319977255,Case2.vtk
0.030303030303030304,0.7575757575757577,0.0,0.04408568010129891,Case2.vtk
0.030303030303030304,0.7676767676767677,0.0,0.04553127387633556,Case2.vtk
0.030303030303030304,0.7777777777777778,0.0,0.04702272147979792,Case2.vtk
0.030303030303030304,0.787878787878788,0.0,0.048561524925064804,Case2.vtk
0.030303030303030304,0.797979797979798,0.0,0.050149233916837,Case2.vtk
0.030303030303030304,0.8080808080808082,0.0,0.051787447411820564,Case2.vtk
0.030303030303030304,0.8181818181818182,0.0,0.053477815229010794,Case2.vtk
0.030303030303030304,0.8282828282828284,0.0,0.055222039711199114,Case2.vtk
0.030303030303030304,0.8383838383838385,0.0,0.05702187743937553,Case2.vtk
